epoch,batch_num,loss
1,5031,0.481548
1,5079,0.38265
1,5098,0.420976
1,5128,0.361562
1,5145,0.465758
1,5198,0.445733
1,5199,0.38962
1,5202,0.4436
1,5264,0.421168
1,5298,0.410913
1,5301,0.392731
1,5325,0.406662
1,5483,0.399729
1,5499,0.344166
1,5541,0.439219
1,5780,0.437216
1,5790,0.444597
1,5808,0.390118
1,5885,0.461218
1,5906,0.502325
1,5949,0.381354
1,6049,0.388259
1,6080,0.452642
1,6086,0.435847
2,51,0.446774
2,66,0.399071
2,100,0.453871
2,143,0.481484
2,195,0.4658
2,276,0.461848
2,316,0.466697
2,386,0.424954
2,582,0.407263
2,662,0.413783
2,720,0.337333
2,798,0.409444
2,806,0.462777
2,859,0.376563
2,981,0.411546
2,1019,0.473201
2,1068,0.4873
2,1099,0.458774
2,1107,0.379013
2,1112,0.411999
2,1181,0.459376
2,1182,0.426103
2,1208,0.395024
2,1318,0.375629
2,1330,0.373415
2,1350,0.38921
2,1364,0.334328
2,1388,0.367523
2,1419,0.342089
2,1441,0.338689
2,1498,0.433198
2,1527,0.372961
2,1535,0.485895
2,1671,0.355399
2,1678,0.44291
2,1710,0.392988
2,1766,0.419408
2,1793,0.384224
2,1890,0.48339
2,1960,0.361553
2,2064,0.443409
2,2168,0.424859
2,2175,0.44869
2,2219,0.376254
2,2241,0.407046
2,2255,0.43188
2,2305,0.436331
2,2324,0.403898
2,2368,0.493281
2,2456,0.424879
2,2496,0.395888
2,2564,0.375836
2,2574,0.375084
2,2588,0.360619
2,2597,0.327544
2,2620,0.514084
2,2651,0.457204
2,2664,0.413805
2,2702,0.51094
2,2707,0.382779
2,2715,0.449278
2,2749,0.541707
2,2753,0.418373
2,2768,0.448342
2,2815,0.455891
2,2830,0.342935
2,2837,0.381703
2,2959,0.443384
2,3013,0.454353
2,3017,0.40527
2,3039,0.46935
2,3074,0.432975
2,3171,0.394997
2,3174,0.404061
2,3187,0.439303
2,3197,0.39089
2,3289,0.432931
2,3298,0.400007
2,3371,0.386885
2,3501,0.320992
2,3558,0.355904
2,3573,0.431685
2,3626,0.507956
2,3639,0.429803
2,3737,0.409966
2,3807,0.355394
2,3809,0.445685
2,3822,0.451994
2,3887,0.328871
2,3919,0.30398
2,3933,0.351785
2,3961,0.393187
2,4102,0.435351
2,4160,0.402967
2,4191,0.438808
2,4244,0.479835
2,4411,0.402568
2,4413,0.428838
2,4428,0.324938
2,4434,0.417427
2,4467,0.469284
2,4574,0.342478
2,4588,0.374252
2,4603,0.42608
2,4630,0.445532
2,4657,0.404299
2,4687,0.39905
2,4763,0.369777
2,4778,0.413802
2,4787,0.47102
2,4909,0.494135
2,4910,0.464624
2,5026,0.400748
2,5053,0.427574
2,5056,0.406286
2,5106,0.391457
2,5108,0.407875
2,5172,0.449466
2,5197,0.453482
2,5217,0.400698
2,5338,0.356525
2,5479,0.383083
2,5596,0.436814
2,5647,0.349985
2,5682,0.425545
2,5743,0.358276
2,5785,0.361983
2,5874,0.40565
2,5888,0.407293
2,5969,0.396944
2,5982,0.363276
2,6027,0.406177
2,6042,0.502662
2,6055,0.346848
2,6083,0.480658
2,6090,0.414827
2,6152,0.45097
3,116,0.377375
3,139,0.492983
3,187,0.417188
3,188,0.370423
3,210,0.363855
3,215,0.438443
3,240,0.480036
3,265,0.354147
3,385,0.385872
3,497,0.452953
3,579,0.409253
3,583,0.454069
3,598,0.297411
3,645,0.472462
3,683,0.396026
3,834,0.342171
3,861,0.45571
3,955,0.452558
3,998,0.385532
3,1005,0.353507
3,1186,0.401598
3,1188,0.386577
3,1202,0.464867
3,1204,0.399087
3,1223,0.44057
3,1288,0.417693
3,1357,0.530698
3,1446,0.404104
3,1451,0.326375
3,1538,0.35756
3,1613,0.474615
3,1646,0.357639
3,1701,0.356031
3,1703,0.348179
3,1773,0.405431
3,1853,0.422945
3,1862,0.338612
3,1916,0.407831
3,1924,0.310612
3,1939,0.555673
3,2002,0.379663
3,2024,0.314471
3,2049,0.425556
3,2128,0.31803
3,2146,0.367565
3,2194,0.457408
3,2202,0.357225
3,2206,0.455287
3,2259,0.366275
3,2269,0.435683
3,2398,0.273752
3,2463,0.438887
3,2510,0.252288
3,2656,0.412387
3,2686,0.264692
3,2691,0.439822
3,2723,0.47488
3,2739,0.460449
3,2769,0.394999
3,2827,0.306414
3,2846,0.347069
3,2855,0.39005
3,2965,0.335391
3,2971,0.450925
3,2982,0.429158
3,3002,0.282828
3,3024,0.404076
3,3065,0.340813
3,3067,0.389889
3,3179,0.386977
3,3223,0.334508
3,3312,0.463739
3,3347,0.36722
3,3381,0.405859
3,3427,0.414454
3,3478,0.40096
3,3482,0.355489
3,3577,0.413006
3,3582,0.360165
3,3721,0.369587
3,3782,0.366766
3,3811,0.47227
3,3842,0.378247
3,3920,0.547429
3,3947,0.33343
3,3979,0.438167
3,4085,0.298578
3,4112,0.435589
3,4143,0.421676
3,4149,0.451562
3,4154,0.375954
3,4232,0.497061
3,4354,0.407852
3,4369,0.354832
3,4413,0.421019
3,4456,0.304361
3,4558,0.421341
3,4653,0.365588
3,4721,0.46602
3,4766,0.473688
3,4818,0.464435
3,4821,0.433782
3,4859,0.382678
3,5015,0.376367
3,5081,0.375796
3,5096,0.54596
3,5129,0.415777
3,5152,0.399329
3,5193,0.406395
3,5346,0.469199
3,5357,0.337031
3,5420,0.378104
3,5479,0.327593
3,5481,0.459489
3,5632,0.404096
3,5650,0.436772
3,5730,0.391303
3,5830,0.424331
3,6145,0.35824
3,6172,0.336822
4,7,0.428283
4,52,0.363487
4,73,0.329395
4,159,0.418317
4,181,0.362831
4,219,0.428194
4,250,0.392015
4,277,0.461366
4,279,0.361394
4,294,0.391976
4,355,0.427077
4,368,0.349041
4,378,0.409569
4,404,0.354938
4,429,0.482254
4,484,0.440798
4,496,0.330423
4,497,0.385936
4,520,0.425349
4,543,0.429415
4,613,0.269462
4,639,0.300138
4,756,0.323597
4,830,0.347183
4,863,0.391094
4,903,0.360454
4,1024,0.447432
4,1185,0.446089
4,1255,0.353105
4,1337,0.374639
4,1368,0.424922
4,1387,0.360264
4,1417,0.450397
4,1429,0.454841
4,1449,0.479779
4,1532,0.453973
4,1540,0.375887
4,1546,0.451823
4,1573,0.341986
4,1672,0.333457
4,1674,0.35716
4,1717,0.388493
4,1773,0.394467
4,1824,0.266269
4,1856,0.43336
4,1890,0.49247
4,2026,0.368663
4,2044,0.367129
4,2094,0.337872
4,2129,0.367014
4,2133,0.350446
4,2155,0.361376
4,2168,0.421347
4,2170,0.454422
4,2220,0.365852
4,2229,0.392206
4,2232,0.352521
4,2324,0.313965
4,2392,0.37275
4,2409,0.46427
4,2468,0.481308
4,2481,0.388755
4,2490,0.48333
4,2502,0.464391
4,2520,0.352078
4,2546,0.388122
4,2597,0.344739
4,2601,0.37203
4,2673,0.418352
4,2677,0.466175
4,2793,0.394216
4,2812,0.376507
4,2843,0.401821
4,2873,0.30203
4,2876,0.31367
4,2916,0.355291
4,2941,0.351229
4,2998,0.38942
4,2999,0.409659
4,3029,0.328833
4,3079,0.403277
4,3094,0.357314
4,3099,0.371832
4,3120,0.375649
4,3177,0.320611
4,3198,0.338643
4,3215,0.335295
4,3237,0.368282
4,3238,0.404422
4,3246,0.328404
4,3250,0.357181
4,3264,0.36936
4,3284,0.344663
4,3288,0.384021
4,3336,0.479367
4,3352,0.394745
4,3454,0.386969
4,3580,0.279353
4,3590,0.376516
4,3765,0.309074
4,3781,0.354308
4,3845,0.418233
4,3896,0.388056
4,3917,0.358204
4,3957,0.340275
4,4014,0.431678
4,4046,0.438465
4,4080,0.380545
4,4139,0.42594
4,4145,0.402352
4,4156,0.440887
4,4237,0.61242
4,4477,0.353664
4,4482,0.40874
4,4541,0.414404
4,4619,0.429314
4,4638,0.448176
4,4655,0.375795
4,4794,0.336583
4,4891,0.368317
4,4965,0.372578
4,4975,0.415013
4,4989,0.373109
4,5004,0.376234
4,5026,0.376013
4,5071,0.39619
4,5084,0.478218
4,5102,0.431824
4,5243,0.336059
4,5460,0.449867
4,5712,0.409197
4,5719,0.307487
4,5741,0.36871
4,6030,0.359107
4,6046,0.382982
4,6057,0.350142
4,6076,0.414342
4,6098,0.408921
4,6102,0.342559
4,6107,0.322908
4,6151,0.37119
4,6167,0.344965
5,10,0.296368
5,27,0.376103
5,96,0.392458
5,101,0.418776
5,124,0.370409
5,126,0.394117
5,174,0.350131
5,251,0.323829
5,279,0.401305
5,295,0.436022
5,296,0.324927
5,386,0.37752
5,399,0.32346
5,464,0.377827
5,537,0.356827
5,555,0.453651
5,604,0.414065
5,689,0.426159
5,726,0.373036
5,758,0.462187
5,772,0.505479
5,798,0.420156
5,845,0.39872
5,926,0.454871
5,968,0.40072
5,981,0.379561
5,1007,0.430733
5,1221,0.432341
5,1288,0.408402
5,1357,0.429422
5,1366,0.390204
5,1406,0.414313
5,1435,0.426721
5,1497,0.416275
5,1509,0.317163
5,1532,0.258884
5,1542,0.483682
5,1657,0.362838
5,1703,0.436487
5,1761,0.335842
5,1782,0.374575
5,1856,0.330193
5,1886,0.440289
5,1988,0.461718
5,2022,0.449474
5,2067,0.389633
5,2189,0.473145
5,2244,0.427593
5,2261,0.390545
5,2288,0.349317
5,2429,0.49783
5,2546,0.457898
5,2555,0.348446
5,2567,0.383806
5,2578,0.334681
5,2644,0.34156
5,2662,0.469673
5,2670,0.304803
5,2714,0.320458
5,2736,0.31714
5,2791,0.39193
5,2894,0.280128
5,2959,0.376957
5,3109,0.287155
5,3160,0.451992
5,3256,0.371382
5,3293,0.442899
5,3297,0.39119
5,3372,0.385923
5,3410,0.407128
5,3438,0.382835
5,3554,0.330436
5,3635,0.427631
5,3661,0.367048
5,3674,0.594478
5,3683,0.414942
5,3699,0.416396
5,3746,0.440563
5,3795,0.32686
5,3838,0.411124
5,3891,0.363626
5,3901,0.348105
5,3978,0.476968
5,3999,0.358087
5,4016,0.391837
5,4019,0.491197
5,4072,0.35077
5,4212,0.370077
5,4226,0.432066
5,4361,0.397139
5,4376,0.38195
5,4385,0.471325
5,4522,0.346804
5,4592,0.401688
5,4700,0.39006
5,4717,0.470165
5,4755,0.385204
5,4837,0.310705
5,4871,0.284466
5,4922,0.357066
5,4950,0.337495
5,5004,0.420901
5,5074,0.486074
5,5150,0.320645
5,5182,0.390151
5,5194,0.420783
5,5218,0.337258
5,5230,0.318201
5,5248,0.346391
5,5277,0.338434
5,5317,0.365654
5,5480,0.402025
5,5504,0.397999
5,5514,0.434006
5,5630,0.338395
5,5655,0.408915
5,5708,0.430212
5,5711,0.387696
5,5808,0.25282
5,5855,0.421208
5,5883,0.420704
5,6005,0.403037
5,6017,0.397734
5,6163,0.356846
5,6166,0.498693
6,16,0.372437
6,64,0.433109
6,98,0.370092
6,133,0.411142
6,160,0.314107
6,181,0.266294
6,253,0.419038
6,322,0.437106
6,335,0.356512
6,398,0.378567
6,444,0.492614
6,459,0.40914
6,482,0.433128
6,517,0.424204
6,561,0.370903
6,567,0.314423
6,626,0.381884
6,722,0.349211
6,727,0.384015
6,742,0.417065
6,764,0.375859
6,778,0.353493
6,814,0.394778
6,822,0.403515
6,865,0.360855
6,931,0.363228
6,941,0.443773
6,961,0.344483
6,1010,0.407487
6,1156,0.448099
6,1227,0.475986
6,1229,0.36892
6,1348,0.328537
6,1390,0.309985
6,1476,0.407104
6,1496,0.466681
6,1643,0.38001
6,1668,0.451828
6,1684,0.281611
6,1697,0.438272
6,1699,0.348846
6,1783,0.283685
6,1785,0.360057
6,1800,0.38104
6,1815,0.305723
6,1899,0.283503
6,1964,0.404047
6,1968,0.283803
6,1993,0.413635
6,2059,0.380246
6,2134,0.27267
6,2211,0.403833
6,2323,0.511881
6,2346,0.366375
6,2387,0.389194
6,2439,0.437786
6,2452,0.373023
6,2490,0.388099
6,2558,0.42767
6,2565,0.443507
6,2621,0.361019
6,2651,0.373294
6,2653,0.363172
6,2655,0.334282
6,2661,0.397219
6,2664,0.448912
6,2724,0.33728
6,2772,0.363221
6,2838,0.427152
6,2852,0.295997
6,2895,0.374344
6,2975,0.36337
6,3050,0.434681
6,3076,0.40237
6,3139,0.343753
6,3265,0.429857
6,3269,0.429901
6,3328,0.344281
6,3353,0.377796
6,3377,0.350753
6,3399,0.379237
6,3462,0.450096
6,3477,0.333472
6,3533,0.406097
6,3596,0.444068
6,3616,0.436685
6,3667,0.344812
6,3687,0.341727
6,3727,0.307777
6,3766,0.38806
6,3851,0.357914
6,3939,0.387834
6,3952,0.434645
6,3953,0.358622
6,3954,0.346719
6,3968,0.368963
6,3975,0.454081
6,3990,0.412917
6,3992,0.282848
6,4044,0.379401
6,4052,0.364208
6,4106,0.42227
6,4112,0.456277
6,4150,0.496166
6,4176,0.311101
6,4177,0.396239
6,4217,0.383594
6,4256,0.289718
6,4258,0.37404
6,4298,0.433877
6,4299,0.332937
6,4344,0.395209
6,4351,0.446563
6,4360,0.417184
6,4371,0.348169
6,4389,0.388395
6,4415,0.343564
6,4430,0.449218
6,4487,0.480197
6,4489,0.435927
6,4498,0.384953
6,4504,0.372406
6,4554,0.393095
6,4608,0.378282
6,4637,0.361708
6,4654,0.475434
6,4674,0.39169
6,4712,0.306756
6,4788,0.334706
6,4804,0.341024
6,4824,0.46168
6,4848,0.308319
6,4863,0.334871
6,4899,0.298494
6,4957,0.384021
6,4990,0.353241
6,5098,0.350694
6,5178,0.411384
6,5243,0.319945
6,5317,0.329983
6,5329,0.413536
6,5354,0.291858
6,5406,0.349909
6,5421,0.326977
6,5523,0.377479
6,5528,0.357025
6,5545,0.346707
6,5549,0.441948
6,5589,0.350232
6,5602,0.344773
6,5618,0.392847
6,5635,0.42697
6,5657,0.417658
6,5724,0.441711
6,5736,0.521108
6,5808,0.437931
6,5814,0.402151
6,5816,0.371131
6,5817,0.353687
6,5818,0.372422
6,5837,0.453522
6,5845,0.301181
6,5896,0.362667
6,5897,0.435549
6,5904,0.359849
6,5913,0.424888
6,5997,0.491156
6,6039,0.46157
6,6052,0.299325
6,6062,0.400062
6,6111,0.505032
6,6152,0.412305
7,3,0.299639
7,12,0.37498
7,96,0.416101
7,99,0.362329
7,157,0.298532
7,186,0.3539
7,210,0.343567
7,218,0.457281
7,239,0.409162
7,264,0.343373
7,309,0.386763
7,440,0.359428
7,445,0.40988
7,513,0.351981
7,525,0.292738
7,536,0.393806
7,559,0.465713
7,589,0.333046
7,687,0.33741
7,857,0.393882
7,859,0.370967
7,898,0.386806
7,935,0.321333
7,1088,0.410755
7,1131,0.368492
7,1134,0.308022
7,1247,0.389864
7,1355,0.460426
7,1424,0.430203
7,1432,0.386212
7,1436,0.42898
7,1442,0.314417
7,1446,0.399771
7,1489,0.401814
7,1532,0.397501
7,1533,0.407092
7,1549,0.365438
7,1586,0.346054
7,1623,0.408548
7,1815,0.322335
7,1820,0.357224
7,1923,0.391362
7,1980,0.365228
7,1994,0.524016
7,2002,0.378037
7,2053,0.314723
7,2129,0.354437
7,2139,0.449404
7,2148,0.421808
7,2156,0.380629
7,2165,0.334579
7,2197,0.398944
7,2280,0.384071
7,2334,0.269112
7,2338,0.370809
7,2416,0.494452
7,2625,0.478577
7,2690,0.406277
7,2763,0.336576
7,2768,0.322585
7,2809,0.379974
7,2818,0.461889
7,2880,0.341673
7,2904,0.443747
7,3049,0.358755
7,3210,0.38383
7,3212,0.426139
7,3223,0.375548
7,3274,0.360034
7,3279,0.403508
7,3284,0.459038
7,3308,0.410593
7,3310,0.260519
7,3346,0.327391
7,3378,0.301622
7,3379,0.387101
7,3380,0.328715
7,3396,0.324908
7,3618,0.446266
7,3626,0.362293
7,3746,0.330655
7,3764,0.351417
7,3823,0.354076
7,3824,0.344389
7,3882,0.347352
7,3908,0.378905
7,3933,0.30527
7,3940,0.423411
7,3966,0.51482
7,3996,0.31554
7,4015,0.402201
7,4053,0.366694
7,4171,0.307159
7,4207,0.317953
7,4226,0.370544
7,4240,0.362418
7,4245,0.264847
7,4249,0.316128
7,4313,0.34325
7,4316,0.441669
7,4374,0.411673
7,4386,0.363202
7,4449,0.458786
7,4468,0.278745
7,4484,0.412775
7,4501,0.320945
7,4535,0.358056
7,4546,0.302855
7,4548,0.35586
7,4584,0.439242
7,4633,0.42964
7,4649,0.433864
7,4678,0.43661
7,4690,0.433907
7,4818,0.389351
7,4834,0.3279
7,4916,0.364521
7,4924,0.400133
7,4941,0.376919
7,4975,0.415955
7,4983,0.403922
7,5018,0.438117
7,5175,0.428372
7,5199,0.409533
7,5214,0.368312
7,5233,0.508313
7,5253,0.388246
7,5295,0.374028
7,5323,0.394033
7,5365,0.444063
7,5371,0.308723
7,5374,0.413417
7,5376,0.439157
7,5483,0.335343
7,5486,0.30896
7,5498,0.413487
7,5583,0.428929
7,5588,0.428557
7,5671,0.404787
7,5710,0.290974
7,5727,0.328726
7,5820,0.439618
7,5982,0.312023
7,6005,0.262899
7,6038,0.419897
7,6094,0.491779
8,29,0.377429
8,37,0.408312
8,104,0.400822
8,190,0.446807
8,196,0.348152
8,202,0.329985
8,214,0.283912
8,220,0.341925
8,254,0.419576
8,287,0.329983
8,297,0.306137
8,311,0.396547
8,357,0.33685
8,390,0.360998
8,405,0.355998
8,423,0.447076
8,426,0.342058
8,439,0.33687
8,489,0.258887
8,524,0.286112
8,578,0.313121
8,696,0.410946
8,800,0.453153
8,816,0.377839
8,835,0.438797
8,848,0.384547
8,887,0.360599
8,929,0.325395
8,985,0.462769
8,1020,0.304714
8,1043,0.393988
8,1044,0.32793
8,1057,0.402867
8,1084,0.36448
8,1096,0.350473
8,1204,0.290278
8,1265,0.317786
8,1271,0.382392
8,1391,0.274616
8,1419,0.368574
8,1425,0.421517
8,1447,0.310212
8,1450,0.334848
8,1484,0.39373
8,1510,0.406132
8,1515,0.381738
8,1560,0.321988
8,1576,0.338607
8,1647,0.370926
8,1664,0.480578
8,1719,0.359042
8,1741,0.408091
8,1800,0.456919
8,1844,0.327437
8,1887,0.43209
8,1921,0.374455
8,1934,0.380322
8,1942,0.395741
8,1945,0.330099
8,1964,0.482789
8,1973,0.301555
8,1987,0.330943
8,1997,0.371359
8,2021,0.392556
8,2023,0.403601
8,2024,0.359596
8,2212,0.371538
8,2269,0.404753
8,2342,0.282267
8,2380,0.304364
8,2402,0.349718
8,2543,0.398427
8,2571,0.396869
8,2580,0.479174
8,2675,0.374114
8,2689,0.446807
8,2718,0.385742
8,2845,0.458472
8,2911,0.305663
8,2968,0.357195
8,2975,0.379617
8,2997,0.385627
8,3053,0.357632
8,3072,0.295875
8,3078,0.361082
8,3153,0.369355
8,3154,0.313502
8,3187,0.306125
8,3225,0.417127
8,3236,0.368108
8,3328,0.333225
8,3341,0.387431
8,3349,0.396431
8,3373,0.348361
8,3408,0.464871
8,3424,0.338817
8,3455,0.399253
8,3462,0.378108
8,3472,0.427005
8,3541,0.394739
8,3562,0.445351
8,3565,0.418157
8,3569,0.356475
8,3599,0.342943
8,3724,0.376141
8,3773,0.342365
8,3808,0.354015
8,3837,0.339885
8,3842,0.318027
8,3991,0.407789
8,3997,0.485524
8,4042,0.457402
8,4071,0.388353
8,4101,0.397847
8,4160,0.372388
8,4206,0.398382
8,4327,0.321073
8,4345,0.367303
8,4388,0.394273
8,4412,0.406511
8,4446,0.406967
8,4450,0.366608
8,4468,0.366572
8,4518,0.284921
8,4590,0.314919
8,4605,0.427545
8,4649,0.226519
8,4650,0.335828
8,4685,0.302377
8,4689,0.376816
8,4823,0.327209
8,4861,0.325927
8,4908,0.306168
8,4935,0.381022
8,4940,0.43926
8,4942,0.357693
8,4962,0.389325
8,5013,0.213004
8,5021,0.452685
8,5098,0.409713
8,5191,0.369314
8,5210,0.388027
8,5318,0.401023
8,5354,0.432498
8,5459,0.385829
8,5530,0.373356
8,5719,0.40415
8,5733,0.38464
8,5766,0.394307
8,5778,0.392247
8,5805,0.437516
8,5809,0.412072
8,5836,0.386334
8,5877,0.489969
8,5891,0.401824
8,5925,0.409671
8,6066,0.439603
8,6101,0.429683
8,6137,0.316345
8,6175,0.308756
9,61,0.370369
9,105,0.396375
9,139,0.306684
9,166,0.360267
9,193,0.276462
9,262,0.368991
9,282,0.312373
9,356,0.314197
9,401,0.415285
9,479,0.451186
9,514,0.281864
9,587,0.432745
9,625,0.36064
9,628,0.298208
9,638,0.439766
9,645,0.388507
9,651,0.417502
9,733,0.338117
9,807,0.413321
9,815,0.305881
9,938,0.270292
9,944,0.288523
9,963,0.360179
9,1095,0.417616
9,1127,0.358198
9,1195,0.380325
9,1219,0.379687
9,1326,0.288688
9,1346,0.384688
9,1400,0.372733
9,1453,0.443159
9,1490,0.286657
9,1522,0.320348
9,1614,0.33285
9,1767,0.413189
9,1868,0.337022
9,1876,0.281576
9,1897,0.389709
9,1908,0.40222
9,1941,0.335868
9,1978,0.372435
9,1984,0.350546
9,2082,0.414261
9,2100,0.388713
9,2112,0.355223
9,2154,0.404488
9,2211,0.340887
9,2220,0.373298
9,2262,0.47737
9,2275,0.420181
9,2288,0.40986
9,2342,0.323333
9,2364,0.554478
9,2392,0.427441
9,2434,0.312536
9,2480,0.518035
9,2517,0.393524
9,2553,0.334963
9,2625,0.427836
9,2669,0.40606
9,2684,0.32767
9,2720,0.354472
9,2728,0.349657
9,2737,0.382583
9,2743,0.388285
9,2753,0.405905
9,2777,0.309971
9,2786,0.356631
9,2806,0.392447
9,2814,0.447903
9,2853,0.377515
9,2890,0.340347
9,2955,0.229557
9,2987,0.482579
9,3035,0.346565
9,3051,0.326272
9,3070,0.293073
9,3146,0.296097
9,3166,0.375531
9,3194,0.434979
9,3246,0.483392
9,3318,0.4243
9,3414,0.384894
9,3420,0.331641
9,3459,0.435397
9,3478,0.289037
9,3502,0.28339
9,3696,0.343457
9,3707,0.343523
9,3708,0.320695
9,3723,0.298403
9,3764,0.393686
9,3873,0.343147
9,3895,0.319117
9,3901,0.388646
9,3981,0.312998
9,4047,0.333444
9,4054,0.363632
9,4095,0.345058
9,4248,0.435299
9,4378,0.439499
9,4385,0.283419
9,4388,0.370618
9,4414,0.391959
9,4447,0.360977
9,4459,0.380457
9,4499,0.283112
9,4539,0.413918
9,4592,0.326627
9,4649,0.278994
9,4684,0.427063
9,4705,0.295637
9,4753,0.325514
9,4775,0.375991
9,4779,0.321891
9,4818,0.322816
9,4862,0.365204
9,4900,0.433895
9,4926,0.279044
9,4966,0.393467
9,4972,0.290666
9,5001,0.313819
9,5151,0.400688
9,5154,0.461906
9,5186,0.372293
9,5223,0.324645
9,5228,0.401396
9,5244,0.435724
9,5286,0.353077
9,5312,0.326935
9,5385,0.373668
9,5412,0.277381
9,5460,0.390144
9,5525,0.357932
9,5594,0.448968
9,5602,0.370272
9,5657,0.479261
9,5729,0.334243
9,5826,0.351186
9,5894,0.233414
9,5897,0.400699
9,5915,0.33982
9,5916,0.297189
9,5936,0.308843
9,6007,0.455603
9,6027,0.392985
9,6103,0.399053
9,6144,0.339522
10,60,0.351315
10,83,0.387641
10,122,0.336699
10,146,0.318394
10,204,0.453032
10,267,0.35567
10,275,0.326864
10,304,0.291892
10,373,0.320448
10,458,0.397167
10,516,0.36844
10,529,0.39587
10,702,0.404229
10,764,0.363
10,782,0.427649
10,783,0.341393
10,865,0.32564
10,913,0.2787
10,925,0.255931
10,978,0.44788
10,1029,0.359381
10,1091,0.37698
10,1098,0.364166
10,1120,0.381832
10,1270,0.289761
10,1297,0.422386
10,1359,0.366842
10,1366,0.444178
10,1415,0.335614
10,1421,0.417449
10,1594,0.377305
10,1597,0.399497
10,1619,0.335968
10,1665,0.263409
10,1690,0.354545
10,1713,0.372079
10,1765,0.35653
10,1819,0.339492
10,1840,0.313688
10,1915,0.383623
10,2002,0.352384
10,2044,0.37174
10,2056,0.377063
10,2063,0.389848
10,2088,0.284521
10,2089,0.402586
10,2245,0.309758
10,2336,0.397821
10,2456,0.30797
10,2475,0.339827
10,2538,0.4098
10,2543,0.351736
10,2661,0.4211
10,2696,0.337252
10,2801,0.350959
10,2819,0.405927
10,2823,0.399606
10,2845,0.397418
10,2867,0.418445
10,2955,0.336025
10,2967,0.370089
10,3043,0.199498
10,3165,0.438864
10,3182,0.444606
10,3199,0.462013
10,3206,0.429089
10,3212,0.432713
10,3233,0.385335
10,3271,0.374984
10,3291,0.373742
10,3383,0.317523
10,3456,0.467477
10,3466,0.273059
10,3475,0.394707
10,3493,0.374072
10,3530,0.307547
10,3549,0.278425
10,3571,0.455211
10,3614,0.24502
10,3619,0.433477
10,3620,0.3867
10,3622,0.246042
10,3681,0.340539
10,3718,0.444116
10,3724,0.349654
10,3733,0.322864
10,3763,0.366794
10,3803,0.339968
10,3812,0.383119
10,3822,0.321843
10,3848,0.340977
10,3861,0.261008
10,3864,0.410139
10,3869,0.39542
10,3909,0.283097
10,3947,0.359693
10,3964,0.441725
10,3998,0.291388
10,4071,0.428027
10,4139,0.445127
10,4186,0.318217
10,4190,0.315394
10,4206,0.404747
10,4210,0.375902
10,4259,0.341126
10,4276,0.30937
10,4282,0.420783
10,4304,0.371293
10,4332,0.406698
10,4413,0.396019
10,4540,0.346607
10,4551,0.271711
10,4624,0.392656
10,4633,0.371858
10,4646,0.323699
10,4686,0.39888
10,4687,0.305859
10,4793,0.438085
10,4889,0.353848
10,4892,0.274392
10,4922,0.395364
10,4932,0.41946
10,5167,0.400521
10,5228,0.39421
10,5248,0.289093
10,5280,0.415431
10,5311,0.308398
10,5345,0.366217
10,5394,0.369395
10,5456,0.333831
10,5571,0.393716
10,5652,0.367384
