epoch,count,mean,std,var,min,max,median,cv,range,experiment_id
1,6188,0.4175636813186813,0.06214697365788571,0.0038622463348339403,0.254425,2.979611,0.414976,0.1488323253153227,2.725186,20251020-200148_full_simulation_large_cnn
2,6188,0.4073357786037492,0.05601060355581825,0.0031371877106870405,0.232318,1.855348,0.4062175,0.1375047479202769,1.62303,20251020-200148_full_simulation_large_cnn
3,6188,0.3984344267937944,0.06012680096328527,0.0036152321940785227,0.217261,2.30209,0.39823050000000004,0.1509076448215738,2.084829,20251020-200148_full_simulation_large_cnn
4,6188,0.3926407887847447,0.054617597113648865,0.0029830819144688646,0.212508,1.696088,0.39263349999999997,0.13910321768325393,1.4835800000000001,20251020-200148_full_simulation_large_cnn
5,6188,0.3885521648351648,0.06173264369848044,0.0038109192980035366,0.224768,2.902123,0.388532,0.1588786507589508,2.677355,20251020-200148_full_simulation_large_cnn
6,6188,0.38278225096961865,0.05169552449042317,0.0026724272523399413,0.214646,0.584675,0.383141,0.13505204162281345,0.37002899999999994,20251020-200148_full_simulation_large_cnn
7,6188,0.37791855446024564,0.05495384559257955,0.003019925145413075,0.195387,1.703177,0.37832699999999997,0.14541187497678235,1.50779,20251020-200148_full_simulation_large_cnn
8,6188,0.37272967792501616,0.053451728484917985,0.0028570872780253925,0.154795,0.976173,0.37258250000000004,0.14340615102742404,0.8213779999999999,20251020-200148_full_simulation_large_cnn
9,6188,0.3674163889786684,0.05557972307281319,0.003089105616850603,0.178373,1.638865,0.366288,0.15127175798366485,1.460492,20251020-200148_full_simulation_large_cnn
10,6188,0.3616289419844861,0.053299776847566115,0.002840866212000345,0.178458,0.700191,0.36193,0.1473880286104221,0.521733,20251020-200148_full_simulation_large_cnn
11,6188,0.3561765612475759,0.056260321038557326,0.0031652237233615365,0.176118,1.591758,0.3563045,0.1579562698946132,1.41564,20251020-200148_full_simulation_large_cnn
12,6188,0.3504138264382676,0.053823699866716944,0.0028969906673424256,0.178782,1.000485,0.3489635,0.15360038847154073,0.8217030000000001,20251020-200148_full_simulation_large_cnn
13,6188,0.34558851357466064,0.05422225062111417,0.002940052462418916,0.160673,0.565296,0.345242,0.15689830098881466,0.404623,20251020-200148_full_simulation_large_cnn
14,6188,0.34092040578539107,0.056741323523313396,0.003219577795177318,0.156739,1.14972,0.3399905,0.16643569161721572,0.9929810000000001,20251020-200148_full_simulation_large_cnn
15,6188,0.33598700759534583,0.05548874631572371,0.003079000967690742,0.132596,0.90271,0.3356575,0.16515146437612532,0.770114,20251020-200148_full_simulation_large_cnn
16,6188,0.3313037354557208,0.05540585790334639,0.003069809090005811,0.141123,0.60858,0.330176,0.16723583821695684,0.467457,20251020-200148_full_simulation_large_cnn
17,6188,0.32729112572721397,0.055452150463448105,0.003074940991020888,0.130823,0.546714,0.3266975,0.1694276016199278,0.415891,20251020-200148_full_simulation_large_cnn
18,6188,0.3228956740465417,0.055197993121796664,0.003046818444673912,0.116944,0.610639,0.321842,0.17094683378706557,0.49369500000000005,20251020-200148_full_simulation_large_cnn
19,6188,0.31942939334195214,0.055982150211754254,0.0031340011423314166,0.131875,0.880785,0.31820899999999996,0.17525672771079284,0.7489100000000001,20251020-200148_full_simulation_large_cnn
