epoch,avg_loss,gradient,gradient_2nd,abs_gradient,experiment_id
26,0.296899,-0.0027630000000000154,0.0001729999999999926,0.0027630000000000154,20251020-200148_full_simulation_large_cnn
27,0.294351,-0.0025340000000000085,0.0001912500000000178,0.0025340000000000085,20251020-200148_full_simulation_large_cnn
28,0.291831,-0.00238049999999998,0.00014600000000000724,0.00238049999999998,20251020-200148_full_simulation_large_cnn
29,0.28959,-0.002241999999999994,0.00012074999999998892,0.002241999999999994,20251020-200148_full_simulation_large_cnn
30,0.287347,-0.002139000000000002,-0.00010650000000000936,0.002139000000000002,20251020-200148_full_simulation_large_cnn
31,0.285312,-0.0024550000000000127,-0.00018224999999999492,0.0024550000000000127,20251020-200148_full_simulation_large_cnn
32,0.282437,-0.002503499999999992,0.00015525000000000955,0.002503499999999992,20251020-200148_full_simulation_large_cnn
33,0.280305,-0.0021444999999999936,0.0003549999999999942,0.0021444999999999936,20251020-200148_full_simulation_large_cnn
34,0.278148,-0.0017935000000000034,0.0003502499999999964,0.0017935000000000034,20251020-200148_full_simulation_large_cnn
35,0.276718,-0.0014440000000000008,-9.125000000000105e-05,0.0014440000000000008,20251020-200148_full_simulation_large_cnn
36,0.27526,-0.0019760000000000055,-0.000425250000000002,0.0019760000000000055,20251020-200148_full_simulation_large_cnn
37,0.272766,-0.002294500000000005,0.00018925000000000192,0.002294500000000005,20251020-200148_full_simulation_large_cnn
38,0.270671,-0.0015975000000000017,0.0005225000000000091,0.0015975000000000017,20251020-200148_full_simulation_large_cnn
39,0.269571,-0.0012494999999999867,-1.7000000000003124e-05,0.0012494999999999867,20251020-200148_full_simulation_large_cnn
40,0.268172,-0.001631500000000008,-0.0002392500000000103,0.001631500000000008,20251020-200148_full_simulation_large_cnn
41,0.266308,-0.0017280000000000073,-4.449999999998899e-05,0.0017280000000000073,20251020-200148_full_simulation_large_cnn
42,0.264716,-0.001720499999999986,0.00015774999999999817,0.001720499999999986,20251020-200148_full_simulation_large_cnn
43,0.262867,-0.001412500000000011,0.0003252499999999853,0.001412500000000011,20251020-200148_full_simulation_large_cnn
44,0.261891,-0.0010700000000000154,0.00010100000000000386,0.0010700000000000154,20251020-200148_full_simulation_large_cnn
45,0.260727,-0.0012105000000000032,-6.499999999992623e-06,0.0012105000000000032,20251020-200148_full_simulation_large_cnn
46,0.25947,-0.0010830000000000006,4.975000000000118e-05,0.0010830000000000006,20251020-200148_full_simulation_large_cnn
47,0.258561,-0.0011110000000000009,-0.00013349999999999473,0.0011110000000000009,20251020-200148_full_simulation_large_cnn
48,0.257248,-0.00134999999999999,-0.00037299999999999833,0.00134999999999999,20251020-200148_full_simulation_large_cnn
49,0.255861,-0.0018569999999999975,0.00014924999999998967,0.0018569999999999975,20251020-200148_full_simulation_large_cnn
50,0.253534,-0.0010515000000000108,0.0005597499999999977,0.0010515000000000108,20251020-200148_full_simulation_large_cnn
51,0.253758,-0.000737500000000002,-0.00020624999999999116,0.000737500000000002,20251020-200148_full_simulation_large_cnn
52,0.252059,-0.001463999999999993,-0.00019374999999999254,0.001463999999999993,20251020-200148_full_simulation_large_cnn
53,0.25083,-0.0011249999999999871,0.0002627499999999991,0.0011249999999999871,20251020-200148_full_simulation_large_cnn
54,0.249809,-0.0009384999999999949,4.749999999999199e-05,0.0009384999999999949,20251020-200148_full_simulation_large_cnn
55,0.248953,-0.0010300000000000031,-0.00027325000000000266,0.0010300000000000031,20251020-200148_full_simulation_large_cnn
56,0.247749,-0.0014850000000000002,6.700000000000456e-05,0.0014850000000000002,20251020-200148_full_simulation_large_cnn
57,0.245983,-0.000895999999999994,0.0005742499999999984,0.000895999999999994,20251020-200148_full_simulation_large_cnn
58,0.245957,-0.00033650000000000346,-0.00016775000000000817,0.00033650000000000346,20251020-200148_full_simulation_large_cnn
59,0.24531,-0.0012315000000000104,-0.00032374999999999765,0.0012315000000000104,20251020-200148_full_simulation_large_cnn
60,0.243494,-0.0009839999999999988,2.7250000000006436e-05,0.0009839999999999988,20251020-200148_full_simulation_large_cnn
61,0.243342,-0.0011769999999999975,-7.875000000000243e-05,0.0011769999999999975,20251020-200148_full_simulation_large_cnn
62,0.24114,-0.0011415000000000036,0.0003125000000000003,0.0011415000000000036,20251020-200148_full_simulation_large_cnn
63,0.241059,-0.0005519999999999969,7.550000000000612e-05,0.0005519999999999969,20251020-200148_full_simulation_large_cnn
64,0.240036,-0.0009904999999999914,-6.0749999999998305e-05,0.0009904999999999914,20251020-200148_full_simulation_large_cnn
65,0.239078,-0.0006734999999999935,0.00018074999999999342,0.0006734999999999935,20251020-200148_full_simulation_large_cnn
66,0.238689,-0.0006290000000000046,-3.925000000000456e-05,0.0006290000000000046,20251020-200148_full_simulation_large_cnn
67,0.23782,-0.0007520000000000027,-0.00014424999999999855,0.0007520000000000027,20251020-200148_full_simulation_large_cnn
68,0.237185,-0.0009175000000000016,-0.00010399999999999993,0.0009175000000000016,20251020-200148_full_simulation_large_cnn
69,0.235985,-0.0009600000000000025,9.875000000000161e-05,0.0009600000000000025,20251020-200148_full_simulation_large_cnn
70,0.235265,-0.0007199999999999984,0.0002400000000000041,0.0007199999999999984,20251020-200148_full_simulation_large_cnn
1,0.554794,-0.17232600000000003,0.08204500000000003,0.17232600000000003,quick_test
2,0.382468,-0.090281,0.08394550000000002,0.090281,quick_test
3,0.374232,-0.0044349999999999945,0.0438365,0.0044349999999999945,quick_test
4,0.373598,-0.002607999999999999,-0.00019125000000000392,0.002607999999999999,quick_test
5,0.369016,-0.004817500000000002,-0.0014814999999999967,0.004817500000000002,quick_test
6,0.363963,-0.005570999999999993,0.0003135000000000082,0.005570999999999993,quick_test
7,0.357874,-0.004190499999999986,7.049999999998724e-05,0.004190499999999986,quick_test
8,0.355582,-0.005430000000000018,-0.0009940000000000088,0.005430000000000018,quick_test
9,0.347014,-0.0061785000000000034,0.00014750000000000874,0.0061785000000000034,quick_test
10,0.343225,-0.005135000000000001,0.0012267499999999987,0.005135000000000001,quick_test
11,0.336744,-0.003725000000000006,1.6500000000002624e-05,0.003725000000000006,quick_test
12,0.335775,-0.005101999999999995,-0.0005072500000000008,0.005101999999999995,quick_test
13,0.32654,-0.004739500000000008,0.0011602500000000016,0.004739500000000008,quick_test
14,0.326296,-0.0027814999999999923,0.0009242500000000153,0.0027814999999999923,quick_test
15,0.320977,-0.002890999999999977,0.0006314999999999932,0.002890999999999977,quick_test
16,0.320514,-0.001518500000000006,-0.0005705000000000154,0.001518500000000006,quick_test
17,0.31794,-0.004032000000000008,-0.0012347499999999928,0.004032000000000008,quick_test
18,0.31245,-0.0039879999999999916,0.00013375000000000192,0.0039879999999999916,quick_test
19,0.309964,-0.003764500000000004,-7.300000000000362e-05,0.003764500000000004,quick_test
20,0.304921,-0.004133999999999999,-0.0015312499999999979,0.004133999999999999,quick_test
21,0.301696,-0.006827,-0.00149175,0.006827,quick_test
22,0.291267,-0.007117499999999999,0.0014852499999999935,0.007117499999999999,quick_test
23,0.287461,-0.0038565000000000127,0.00285175,0.0038565000000000127,quick_test
24,0.283554,-0.0014139999999999986,-0.0004507499999999859,0.0014139999999999986,quick_test
25,0.284633,-0.0047579999999999845,-0.003174750000000004,0.0047579999999999845,quick_test
26,0.274038,-0.0077635000000000065,-0.0017902500000000071,0.0077635000000000065,quick_test
27,0.269106,-0.008338499999999999,0.0007002499999999995,0.008338499999999999,quick_test
28,0.257361,-0.0063630000000000075,0.003109500000000001,0.0063630000000000075,quick_test
29,0.25638,-0.0021194999999999964,0.005117250000000004,0.0021194999999999964,quick_test
30,0.253122,0.0038715,0.0021064999999999973,0.0038715,quick_test
31,0.264123,0.002093499999999998,-0.006767000000000002,0.002093499999999998,quick_test
32,0.257309,-0.009662500000000004,-0.004413,0.009662500000000004,quick_test
33,0.244798,-0.006732500000000002,0.006312750000000006,0.006732500000000002,quick_test
34,0.243844,0.0029630000000000073,0.006413249999999995,0.0029630000000000073,quick_test
35,0.250724,0.006093999999999988,-0.0031417500000000056,0.006093999999999988,quick_test
36,0.256032,-0.003320500000000004,-0.008019749999999992,0.003320500000000004,quick_test
37,0.244083,-0.009945499999999996,0.0011980000000000046,0.009945499999999996,quick_test
38,0.236141,-0.0009244999999999948,0.004910999999999999,0.0009244999999999948,quick_test
39,0.242234,-0.0001234999999999986,-0.0031882500000000036,0.0001234999999999986,quick_test
40,0.235894,-0.007301000000000002,-0.004436249999999996,0.007301000000000002,quick_test
41,0.227632,-0.00899599999999999,0.0015459999999999988,0.00899599999999999,quick_test
42,0.217902,-0.004209000000000004,0.0072459999999999886,0.004209000000000004,quick_test
43,0.219214,0.005495999999999987,0.0032160000000000036,0.005495999999999987,quick_test
44,0.228894,0.0022230000000000028,-0.005557749999999993,0.0022230000000000028,quick_test
45,0.22366,-0.0056194999999999995,-0.0030167499999999986,0.0056194999999999995,quick_test
46,0.217655,-0.0038104999999999944,-0.0008817499999999936,0.0038104999999999944,quick_test
47,0.216039,-0.007382999999999987,-0.00022050000000000541,0.007382999999999987,quick_test
48,0.202889,-0.004251500000000005,0.0064222499999999905,0.004251500000000005,quick_test
49,0.207536,0.005461499999999994,0.0012055000000000052,0.005461499999999994,quick_test
50,0.213812,-0.001840499999999995,-0.005068999999999997,0.001840499999999995,quick_test
51,0.203855,-0.0046765,-0.0007005000000000067,0.0046765,quick_test
52,0.204459,-0.0032415000000000083,0.0013052500000000009,0.0032415000000000083,quick_test
53,0.197372,-0.0020659999999999984,0.001835750000000004,0.0020659999999999984,quick_test
54,0.200327,0.0004299999999999998,-0.0014377500000000015,0.0004299999999999998,quick_test
55,0.198232,-0.0049415000000000014,-0.0019987500000000005,0.0049415000000000014,quick_test
56,0.190444,-0.0035675000000000012,0.004740000000000001,0.0035675000000000012,quick_test
57,0.191097,0.004538500000000001,0.004746750000000001,0.004538500000000001,quick_test
58,0.199521,0.005926000000000001,-0.005797250000000004,0.005926000000000001,quick_test
59,0.202949,-0.007056000000000007,-0.007509749999999996,0.007056000000000007,quick_test
60,0.185409,-0.00909349999999999,0.001608750000000006,0.00909349999999999,quick_test
61,0.184762,-0.0038384999999999947,0.001630499999999993,0.0038384999999999947,quick_test
62,0.177732,-0.005832500000000004,0.00281,0.005832500000000004,quick_test
63,0.173097,0.0017815000000000053,0.0033110000000000014,0.0017815000000000053,quick_test
64,0.181295,0.0007894999999999985,-0.0015662500000000051,0.0007894999999999985,quick_test
65,0.174676,-0.001351000000000005,0.0008777500000000035,0.001351000000000005,quick_test
66,0.178593,0.0025450000000000056,0.002346250000000001,0.0025450000000000056,quick_test
67,0.179766,0.0033414999999999973,-0.0011635000000000048,0.0033414999999999973,quick_test
68,0.185276,0.00021799999999999597,-0.0054395,0.00021799999999999597,quick_test
69,0.180202,-0.0075375000000000025,-0.0027332499999999996,0.0075375000000000025,quick_test
70,0.170201,-0.005248500000000003,0.005413750000000002,0.005248500000000003,quick_test
71,0.169705,0.0032900000000000013,0.00238,0.0032900000000000013,quick_test
72,0.176781,-0.0004885000000000028,-0.006190750000000002,0.0004885000000000028,quick_test
73,0.168728,-0.009091500000000002,-0.004300749999999999,0.009091500000000002,quick_test
74,0.158598,-0.00909,0.005030500000000007,0.00909,quick_test
75,0.150548,0.000969500000000012,0.010507500000000003,0.000969500000000012,quick_test
76,0.160537,0.011925000000000005,0.002423499999999988,0.011925000000000005,quick_test
77,0.174398,0.005816499999999988,-0.0097895,0.005816499999999988,quick_test
78,0.17217,-0.007653999999999994,-0.008976499999999991,0.007653999999999994,quick_test
79,0.15909,-0.012136499999999995,0.0015427499999999955,0.012136499999999995,quick_test
80,0.147897,-0.004568500000000003,0.007663999999999997,0.004568500000000003,quick_test
81,0.149953,0.0031915,0.004733000000000001,0.0031915,quick_test
82,0.15428,0.004897499999999999,-0.0018672500000000009,0.004897499999999999,quick_test
83,0.159748,-0.0005430000000000018,-0.006568499999999998,0.0005430000000000018,quick_test
84,0.153194,-0.008239499999999997,0.0012005000000000002,0.008239499999999997,quick_test
85,0.143269,0.0018579999999999985,0.006022749999999993,0.0018579999999999985,quick_test
86,0.15691,0.00380599999999999,-0.004910249999999998,0.00380599999999999,quick_test
87,0.150881,-0.007962499999999997,-0.005264999999999992,0.007962499999999997,quick_test
88,0.140985,-0.006723999999999994,0.0011257500000000017,0.006723999999999994,quick_test
89,0.137433,-0.005710999999999994,0.004609249999999995,0.005710999999999994,quick_test
90,0.129563,0.0024944999999999967,0.006324999999999997,0.0024944999999999967,quick_test
91,0.142422,0.006939000000000001,-0.0012762499999999996,0.006939000000000001,quick_test
92,0.143441,-5.8000000000002494e-05,-0.003522500000000005,5.8000000000002494e-05,quick_test
93,0.142306,-0.00010600000000000886,-0.002035999999999996,0.00010600000000000886,quick_test
94,0.143229,-0.004129999999999995,0.0010365000000000027,0.004129999999999995,quick_test
95,0.134046,0.0019669999999999965,0.01462525,0.0019669999999999965,quick_test
96,0.147163,0.025120500000000004,-0.0006509999999999919,0.025120500000000004,quick_test
97,0.184287,0.0006650000000000128,-0.025701750000000002,0.0006650000000000128,quick_test
98,0.148493,-0.026283,-0.005993500000000013,0.026283,quick_test
99,0.131721,-0.011322000000000013,0.010205499999999992,0.011322000000000013,quick_test
100,0.125849,-0.005872000000000016,0.0054499999999999965,0.005872000000000016,quick_test
1,0.481638,-0.01230500000000001,-0.002304499999999987,0.01230500000000001,high_accuracy_experiment
2,0.469333,-0.014609499999999997,-0.0053964999999999985,0.014609499999999997,high_accuracy_experiment
3,0.452419,-0.023098000000000007,-0.009392000000000011,0.023098000000000007,high_accuracy_experiment
4,0.423137,-0.03339350000000002,-0.006835749999999988,0.03339350000000002,high_accuracy_experiment
5,0.385632,-0.03676949999999998,-0.0016519999999999868,0.03676949999999998,high_accuracy_experiment
6,0.349598,-0.036697499999999994,-0.0018330000000000152,0.036697499999999994,high_accuracy_experiment
7,0.312237,-0.04043550000000001,-0.0025387499999999993,0.04043550000000001,high_accuracy_experiment
8,0.268727,-0.04177499999999999,0.0026452500000000087,0.04177499999999999,high_accuracy_experiment
9,0.228687,-0.035144999999999996,0.008372999999999998,0.035144999999999996,high_accuracy_experiment
10,0.198437,-0.025028999999999996,0.008800999999999996,0.025028999999999996,high_accuracy_experiment
11,0.178629,-0.017543000000000003,0.005947249999999994,0.017543000000000003,high_accuracy_experiment
12,0.163351,-0.013134500000000007,0.005066750000000002,0.013134500000000007,high_accuracy_experiment
13,0.15236,-0.007409499999999999,0.004191500000000008,0.007409499999999999,high_accuracy_experiment
14,0.148532,-0.004751499999999992,0.0002715000000000009,0.004751499999999992,high_accuracy_experiment
15,0.142857,-0.006866499999999998,0.0004849999999999924,0.006866499999999998,high_accuracy_experiment
16,0.134799,-0.003781500000000007,0.001357999999999998,0.003781500000000007,high_accuracy_experiment
17,0.135294,-0.004150500000000001,-0.0010214999999999946,0.004150500000000001,high_accuracy_experiment
18,0.126498,-0.005824499999999996,0.0011064999999999998,0.005824499999999996,high_accuracy_experiment
19,0.123645,-0.0019375000000000017,0.000814749999999996,0.0019375000000000017,high_accuracy_experiment
20,0.122623,-0.004195000000000004,-0.0015467499999999995,0.004195000000000004,high_accuracy_experiment
21,0.115255,-0.005031000000000001,0.0003872500000000022,0.005031000000000001,high_accuracy_experiment
22,0.112561,-0.0034205,-0.000194749999999997,0.0034205,high_accuracy_experiment
23,0.108414,-0.005420499999999995,-0.00016449999999999798,0.005420499999999995,high_accuracy_experiment
24,0.10172,-0.003749499999999996,0.0031914999999999964,0.003749499999999996,high_accuracy_experiment
25,0.100915,0.0009624999999999981,0.0012957499999999983,0.0009624999999999981,high_accuracy_experiment
26,0.103645,-0.0011579999999999993,-0.002340749999999999,0.0011579999999999993,high_accuracy_experiment
27,0.098599,-0.003719,-0.001297000000000003,0.003719,high_accuracy_experiment
28,0.096207,-0.0037520000000000053,-0.0015560000000000018,0.0037520000000000053,high_accuracy_experiment
29,0.091095,-0.006831000000000004,-0.00023324999999999735,0.006831000000000004,high_accuracy_experiment
30,0.082545,-0.0042185,0.002995750000000002,0.0042185,high_accuracy_experiment
31,0.082658,-0.0008395,0.0012067499999999995,0.0008395,high_accuracy_experiment
32,0.080866,-0.001805000000000001,-0.0013972499999999992,0.001805000000000001,high_accuracy_experiment
33,0.079048,-0.0036339999999999983,-0.0011822499999999993,0.0036339999999999983,high_accuracy_experiment
34,0.073598,-0.0041695,0.0027860000000000003,0.0041695,high_accuracy_experiment
35,0.070709,0.0019380000000000022,0.0008417500000000022,0.0019380000000000022,high_accuracy_experiment
36,0.077474,-0.002485999999999995,-0.003027250000000002,0.002485999999999995,high_accuracy_experiment
37,0.065737,-0.004116500000000002,0.0005139999999999971,0.004116500000000002,high_accuracy_experiment
38,0.069241,-0.001458000000000001,0.0008082500000000034,0.001458000000000001,high_accuracy_experiment
39,0.062821,-0.0024999999999999953,0.0012032499999999995,0.0024999999999999953,high_accuracy_experiment
40,0.064241,0.000948499999999998,-0.0009995000000000039,0.000948499999999998,high_accuracy_experiment
41,0.064718,-0.004499000000000003,-0.0031692499999999985,0.004499000000000003,high_accuracy_experiment
42,0.055243,-0.005389999999999999,0.0015837500000000018,0.005389999999999999,high_accuracy_experiment
43,0.053938,-0.0013314999999999994,0.004744749999999999,0.0013314999999999994,high_accuracy_experiment
44,0.05258,0.004099499999999999,0.0014865,0.004099499999999999,high_accuracy_experiment
45,0.062137,0.0016415000000000006,-0.004261999999999998,0.0016415000000000006,high_accuracy_experiment
46,0.055863,-0.004424499999999998,-0.0014380000000000018,0.004424499999999998,high_accuracy_experiment
47,0.053288,-0.001234500000000003,0.0019529999999999981,0.001234500000000003,high_accuracy_experiment
48,0.053394,-0.0005185000000000016,0.001117250000000002,0.0005185000000000016,high_accuracy_experiment
49,0.052251,0.0010000000000000009,-0.002031749999999999,0.0010000000000000009,high_accuracy_experiment
50,0.055394,-0.004581999999999999,-0.0023245,0.004581999999999999,high_accuracy_experiment
51,0.043087,-0.0036489999999999995,0.00313425,0.0036489999999999995,high_accuracy_experiment
52,0.048096,0.0016865000000000005,0.005844749999999999,0.0016865000000000005,high_accuracy_experiment
53,0.04646,0.008040499999999999,0.00037799999999999986,0.008040499999999999,high_accuracy_experiment
54,0.064177,0.0024425000000000002,-0.00764225,0.0024425000000000002,high_accuracy_experiment
55,0.051345,-0.0072440000000000004,-0.0026745,0.0072440000000000004,high_accuracy_experiment
56,0.049689,-0.0029064999999999994,0.004455750000000001,0.0029064999999999994,high_accuracy_experiment
57,0.045532,0.0016675000000000023,0.0014759999999999981,0.0016675000000000023,high_accuracy_experiment
58,0.053024,4.549999999999693e-05,-0.0036822500000000015,4.549999999999693e-05,high_accuracy_experiment
59,0.045623,-0.005697000000000001,-0.00048099999999999705,0.005697000000000001,high_accuracy_experiment
60,0.04163,-0.0009164999999999972,0.0022692500000000004,0.0009164999999999972,high_accuracy_experiment
61,0.04379,-0.0011584999999999998,0.0012794999999999977,0.0011584999999999998,high_accuracy_experiment
62,0.039313,0.0016424999999999981,0.0019279999999999992,0.0016424999999999981,high_accuracy_experiment
63,0.047075,0.0026974999999999985,-1.3499999999999623e-05,0.0026974999999999985,high_accuracy_experiment
64,0.044708,0.0016154999999999989,-0.001154249999999999,0.0016154999999999989,high_accuracy_experiment
65,0.050306,0.00038900000000000046,-0.005512249999999998,0.00038900000000000046,high_accuracy_experiment
66,0.045486,-0.009408999999999997,-0.0027392500000000004,0.009408999999999997,high_accuracy_experiment
67,0.031488,-0.0050895,0.0068489999999999975,0.0050895,high_accuracy_experiment
68,0.035307,0.004288999999999998,0.0043435,0.004288999999999998,high_accuracy_experiment
69,0.040066,0.0035975,-0.0009264999999999985,0.0035975,high_accuracy_experiment
70,0.042502,0.0024360000000000007,-0.0011614999999999993,0.0024360000000000007,high_accuracy_experiment
